harvester,target_voltage_mv,level_dbm,efficiency
SMS7630005LF,1000.0,-2.5,40.93
SMS7630005LF,1000.0,-2.0,39.46
SMS7630005LF,1000.0,-1.5,38.11
SMS7630005LF,1000.0,-1.0,36.92
SMS7630005LF,1000.0,-0.5,35.7
SMS7630005LF,1000.0,0.0,34.45
SMS7630005LF,1000.0,0.5,34.35
SMS7630005LF,1000.0,1.0,32.87
SMS7630005LF,1000.0,1.5,31.45
SMS7630005LF,1000.0,2.0,30.03
SMS7630005LF,1000.0,2.5,28.87
SMS7630005LF,1000.0,3.0,27.61
SMS7630005LF,1000.0,3.5,26.71
SMS7630005LF,1000.0,4.0,25.15
SMS7630005LF,1000.0,4.5,22.15
SMS7630005LF,1000.0,5.0,21.35
SMS7630005LF,1000.0,5.5,20.18
SMS7630005LF,1000.0,6.0,19.13
SMS7630005LF,1000.0,6.5,18.41
SMS7630005LF,1000.0,7.0,17.53
SMS7630005LF,1000.0,7.5,16.7
SMS7630005LF,1000.0,8.0,15.91
SMS7630005LF,1000.0,8.5,15.04
SMS7630005LF,1000.0,9.0,14.29
SMS7630005LF,1000.0,9.5,13.42
SMS7630005LF,1000.0,10.0,13.0
SMS7630005LF,1250.0,-25.0,1.25
SMS7630005LF,1250.0,-24.5,1.35
SMS7630005LF,1250.0,-24.0,1.46
SMS7630005LF,1250.0,-23.5,1.52
SMS7630005LF,1250.0,-23.0,1.6
SMS7630005LF,1250.0,-22.5,1.68
SMS7630005LF,1250.0,-22.0,1.77
SMS7630005LF,1250.0,-21.5,1.84
SMS7630005LF,1250.0,-21.0,1.93
SMS7630005LF,1250.0,-20.5,1.99
SMS7630005LF,1250.0,-20.0,2.07
SMS7630005LF,1250.0,-19.5,2.14
SMS7630005LF,1250.0,-19.0,2.19
SMS7630005LF,1250.0,-18.5,2.25
SMS7630005LF,1250.0,-18.0,2.3
SMS7630005LF,1250.0,-17.5,2.36
SMS7630005LF,1250.0,-17.0,2.4
SMS7630005LF,1250.0,-16.5,2.44
SMS7630005LF,1250.0,-16.0,2.48
SMS7630005LF,1250.0,-15.5,2.52
SMS7630005LF,1250.0,-15.0,2.52
SMS7630005LF,1250.0,-14.5,2.55
SMS7630005LF,1250.0,-14.0,2.57
SMS7630005LF,1250.0,-13.5,2.58
SMS7630005LF,1250.0,-13.0,2.59
SMS7630005LF,1250.0,-12.5,2.61
SMS7630005LF,1250.0,-12.0,2.62
SMS7630005LF,1250.0,-11.5,5.86
SMS7630005LF,1250.0,-11.0,14.83
SMS7630005LF,1250.0,-10.5,21.52
SMS7630005LF,1250.0,-10.0,27.49
SMS7630005LF,1250.0,-9.5,32.77
SMS7630005LF,1250.0,-9.0,37.2
SMS7630005LF,1250.0,-8.5,40.77
SMS7630005LF,1250.0,-8.0,43.76
SMS7630005LF,1250.0,-7.5,45.89
SMS7630005LF,1250.0,-7.0,47.39
SMS7630005LF,1250.0,-6.5,48.41
SMS7630005LF,1250.0,-6.0,48.92
SMS7630005LF,1250.0,-5.5,49.13
SMS7630005LF,1250.0,-5.0,48.98
SMS7630005LF,1250.0,-4.5,48.56
SMS7630005LF,1250.0,-4.0,49.0
SMS7630005LF,1250.0,-3.5,48.33
SMS7630005LF,1250.0,-3.0,47.38
SMS7630005LF,1250.0,-2.5,46.37
SMS7630005LF,1250.0,-2.0,45.21
SMS7630005LF,1250.0,-1.5,44.01
SMS7630005LF,1250.0,-1.0,42.69
SMS7630005LF,1250.0,-0.5,41.3
SMS7630005LF,1250.0,0.0,40.0
SMS7630005LF,1250.0,0.5,40.03
SMS7630005LF,1250.0,1.0,38.67
SMS7630005LF,1250.0,1.5,37.24
SMS7630005LF,1250.0,2.0,35.82
SMS7630005LF,1250.0,2.5,34.44
SMS7630005LF,1250.0,3.0,32.77
SMS7630005LF,1250.0,3.5,31.62
SMS7630005LF,1250.0,4.0,30.13
SMS7630005LF,1250.0,4.5,26.62
SMS7630005LF,1250.0,5.0,25.5
SMS7630005LF,1250.0,5.5,24.37
SMS7630005LF,1250.0,6.0,23.28
SMS7630005LF,1250.0,6.5,22.26
SMS7630005LF,1250.0,7.0,21.27
SMS7630005LF,1250.0,7.5,20.21
SMS7630005LF,1250.0,8.0,19.05
SMS7630005LF,1250.0,8.5,18.15
SMS7630005LF,1250.0,9.0,17.4
SMS7630005LF,1250.0,9.5,16.86
SMS7630005LF,1250.0,10.0,16.0
SMS7630005LF,1500.0,-25.0,1.27
SMS7630005LF,1500.0,-24.5,1.36
SMS7630005LF,1500.0,-24.0,1.43
SMS7630005LF,1500.0,-23.5,1.52
SMS7630005LF,1500.0,-23.0,1.61
SMS7630005LF,1500.0,-22.5,1.68
SMS7630005LF,1500.0,-22.0,1.79
SMS7630005LF,1500.0,-21.5,1.84
SMS7630005LF,1500.0,-21.0,1.95
SMS7630005LF,1500.0,-20.5,2.0
SMS7630005LF,1500.0,-20.0,2.07
SMS7630005LF,1500.0,-19.5,2.12
SMS7630005LF,1500.0,-19.0,2.19
SMS7630005LF,1500.0,-18.5,2.25
SMS7630005LF,1500.0,-18.0,2.3
SMS7630005LF,1500.0,-17.5,2.35
SMS7630005LF,1500.0,-17.0,2.4
SMS7630005LF,1500.0,-16.5,2.44
SMS7630005LF,1500.0,-16.0,2.49
SMS7630005LF,1500.0,-15.5,2.49
SMS7630005LF,1500.0,-15.0,2.52
SMS7630005LF,1500.0,-14.5,2.54
SMS7630005LF,1500.0,-14.0,2.56
SMS7630005LF,1500.0,-13.5,2.58
SMS7630005LF,1500.0,-13.0,2.59
SMS7630005LF,1500.0,-12.5,2.61
SMS7630005LF,1500.0,-12.0,2.62
SMS7630005LF,1500.0,-11.5,2.59
SMS7630005LF,1500.0,-11.0,2.6
SMS7630005LF,1500.0,-10.5,2.59
SMS7630005LF,1500.0,-10.0,5.41
SMS7630005LF,1500.0,-9.5,14.5
SMS7630005LF,1500.0,-9.0,21.72
SMS7630005LF,1500.0,-8.5,28.11
SMS7630005LF,1500.0,-8.0,33.41
SMS7630005LF,1500.0,-7.5,37.9
SMS7630005LF,1500.0,-7.0,41.52
SMS7630005LF,1500.0,-6.5,44.52
SMS7630005LF,1500.0,-6.0,46.7
SMS7630005LF,1500.0,-5.5,48.29
SMS7630005LF,1500.0,-5.0,49.46
SMS7630005LF,1500.0,-4.5,49.97
SMS7630005LF,1500.0,-4.0,50.74
SMS7630005LF,1500.0,-3.5,50.44
SMS7630005LF,1500.0,-3.0,50.48
SMS7630005LF,1500.0,-2.5,49.95
SMS7630005LF,1500.0,-2.0,49.21
SMS7630005LF,1500.0,-1.5,48.36
SMS7630005LF,1500.0,-1.0,47.13
SMS7630005LF,1500.0,-0.5,45.89
SMS7630005LF,1500.0,0.0,44.65
SMS7630005LF,1500.0,0.5,44.92
SMS7630005LF,1500.0,1.0,43.56
SMS7630005LF,1500.0,1.5,42.1
SMS7630005LF,1500.0,2.0,40.36
SMS7630005LF,1500.0,2.5,39.03
SMS7630005LF,1500.0,3.0,37.56
SMS7630005LF,1500.0,3.5,36.07
SMS7630005LF,1500.0,4.0,34.59
SMS7630005LF,1500.0,4.5,30.74
SMS7630005LF,1500.0,5.0,29.48
SMS7630005LF,1500.0,5.5,28.17
SMS7630005LF,1500.0,6.0,26.96
SMS7630005LF,1500.0,6.5,25.91
SMS7630005LF,1500.0,7.0,24.55
SMS7630005LF,1500.0,7.5,23.57
SMS7630005LF,1500.0,8.0,22.49
SMS7630005LF,1500.0,8.5,21.45
SMS7630005LF,1500.0,9.0,20.36
SMS7630005LF,1500.0,9.5,19.56
SMS7630005LF,1500.0,10.0,18.63
SMS7630005LF,1750.0,-25.0,1.27
SMS7630005LF,1750.0,-24.5,1.35
SMS7630005LF,1750.0,-24.0,1.43
SMS7630005LF,1750.0,-23.5,1.52
SMS7630005LF,1750.0,-23.0,1.6
SMS7630005LF,1750.0,-22.5,1.68
SMS7630005LF,1750.0,-22.0,1.77
SMS7630005LF,1750.0,-21.5,1.84
SMS7630005LF,1750.0,-21.0,1.92
SMS7630005LF,1750.0,-20.5,1.99
SMS7630005LF,1750.0,-20.0,2.1
SMS7630005LF,1750.0,-19.5,2.13
SMS7630005LF,1750.0,-19.0,2.19
SMS7630005LF,1750.0,-18.5,2.25
SMS7630005LF,1750.0,-18.0,2.3
SMS7630005LF,1750.0,-17.5,2.35
SMS7630005LF,1750.0,-17.0,2.39
SMS7630005LF,1750.0,-16.5,2.44
SMS7630005LF,1750.0,-16.0,2.48
SMS7630005LF,1750.0,-15.5,2.49
SMS7630005LF,1750.0,-15.0,2.54
SMS7630005LF,1750.0,-14.5,2.55
SMS7630005LF,1750.0,-14.0,2.58
SMS7630005LF,1750.0,-13.5,2.58
SMS7630005LF,1750.0,-13.0,2.59
SMS7630005LF,1750.0,-12.5,2.61
SMS7630005LF,1750.0,-12.0,2.62
SMS7630005LF,1750.0,-11.5,2.59
SMS7630005LF,1750.0,-11.0,2.6
SMS7630005LF,1750.0,-10.5,2.59
SMS7630005LF,1750.0,-10.0,2.6
SMS7630005LF,1750.0,-9.5,2.58
SMS7630005LF,1750.0,-9.0,2.57
SMS7630005LF,1750.0,-8.5,8.56
SMS7630005LF,1750.0,-8.0,17.66
SMS7630005LF,1750.0,-7.5,24.2
SMS7630005LF,1750.0,-7.0,30.44
SMS7630005LF,1750.0,-6.5,35.72
SMS7630005LF,1750.0,-6.0,40.03
SMS7630005LF,1750.0,-5.5,43.6
SMS7630005LF,1750.0,-5.0,46.09
SMS7630005LF,1750.0,-4.5,48.29
SMS7630005LF,1750.0,-4.0,50.0
SMS7630005LF,1750.0,-3.5,50.92
SMS7630005LF,1750.0,-3.0,51.33
SMS7630005LF,1750.0,-2.5,51.34
SMS7630005LF,1750.0,-2.0,51.16
SMS7630005LF,1750.0,-1.5,50.95
SMS7630005LF,1750.0,-1.0,50.3
SMS7630005LF,1750.0,-0.5,49.42
SMS7630005LF,1750.0,0.0,48.44
SMS7630005LF,1750.0,0.5,48.87
SMS7630005LF,1750.0,1.0,47.59
SMS7630005LF,1750.0,1.5,46.24
SMS7630005LF,1750.0,2.0,44.88
SMS7630005LF,1750.0,2.5,43.31
SMS7630005LF,1750.0,3.0,41.77
SMS7630005LF,1750.0,3.5,40.36
SMS7630005LF,1750.0,4.0,38.68
SMS7630005LF,1750.0,4.5,34.63
SMS7630005LF,1750.0,5.0,33.18
SMS7630005LF,1750.0,5.5,31.82
SMS7630005LF,1750.0,6.0,30.36
SMS7630005LF,1750.0,6.5,29.21
SMS7630005LF,1750.0,7.0,27.81
SMS7630005LF,1750.0,7.5,26.65
SMS7630005LF,1750.0,8.0,25.45
SMS7630005LF,1750.0,8.5,24.41
SMS7630005LF,1750.0,9.0,23.05
SMS7630005LF,1750.0,9.5,22.39
SMS7630005LF,1750.0,10.0,21.27
SMS7630005LF,2000.0,-25.0,1.27
SMS7630005LF,2000.0,-24.5,1.36
SMS7630005LF,2000.0,-24.0,1.43
SMS7630005LF,2000.0,-23.5,1.52
SMS7630005LF,2000.0,-23.0,1.61
SMS7630005LF,2000.0,-22.5,1.68
SMS7630005LF,2000.0,-22.0,1.77
SMS7630005LF,2000.0,-21.5,1.84
SMS7630005LF,2000.0,-21.0,1.92
SMS7630005LF,2000.0,-20.5,1.99
SMS7630005LF,2000.0,-20.0,2.07
SMS7630005LF,2000.0,-19.5,2.13
SMS7630005LF,2000.0,-19.0,2.19
SMS7630005LF,2000.0,-18.5,2.25
SMS7630005LF,2000.0,-18.0,2.3
SMS7630005LF,2000.0,-17.5,2.35
SMS7630005LF,2000.0,-17.0,2.39
SMS7630005LF,2000.0,-16.5,2.44
SMS7630005LF,2000.0,-16.0,2.48
SMS7630005LF,2000.0,-15.5,2.5
SMS7630005LF,2000.0,-15.0,2.52
SMS7630005LF,2000.0,-14.5,2.54
SMS7630005LF,2000.0,-14.0,2.57
SMS7630005LF,2000.0,-13.5,2.58
SMS7630005LF,2000.0,-13.0,2.59
SMS7630005LF,2000.0,-12.5,2.61
SMS7630005LF,2000.0,-12.0,2.62
SMS7630005LF,2000.0,-11.5,2.59
SMS7630005LF,2000.0,-11.0,2.59
SMS7630005LF,2000.0,-10.5,2.59
SMS7630005LF,2000.0,-10.0,2.59
SMS7630005LF,2000.0,-9.5,2.58
SMS7630005LF,2000.0,-9.0,2.57
SMS7630005LF,2000.0,-8.5,2.57
SMS7630005LF,2000.0,-8.0,2.55
SMS7630005LF,2000.0,-7.5,4.9
SMS7630005LF,2000.0,-7.0,14.34
SMS7630005LF,2000.0,-6.5,21.93
SMS7630005LF,2000.0,-6.0,28.66
SMS7630005LF,2000.0,-5.5,34.45
SMS7630005LF,2000.0,-5.0,39.15
SMS7630005LF,2000.0,-4.5,42.89
SMS7630005LF,2000.0,-4.0,46.23
SMS7630005LF,2000.0,-3.5,48.36
SMS7630005LF,2000.0,-3.0,50.11
SMS7630005LF,2000.0,-2.5,50.99
SMS7630005LF,2000.0,-2.0,51.61
SMS7630005LF,2000.0,-1.5,51.95
SMS7630005LF,2000.0,-1.0,51.51
SMS7630005LF,2000.0,-0.5,51.51
SMS7630005LF,2000.0,0.0,50.9
SMS7630005LF,2000.0,0.5,51.79
SMS7630005LF,2000.0,1.0,50.7
SMS7630005LF,2000.0,1.5,49.55
SMS7630005LF,2000.0,2.0,48.35
SMS7630005LF,2000.0,2.5,46.86
SMS7630005LF,2000.0,3.0,45.53
SMS7630005LF,2000.0,3.5,44.0
SMS7630005LF,2000.0,4.0,42.48
SMS7630005LF,2000.0,4.5,37.94
SMS7630005LF,2000.0,5.0,36.4
SMS7630005LF,2000.0,5.5,35.11
SMS7630005LF,2000.0,6.0,33.76
SMS7630005LF,2000.0,6.5,32.27
SMS7630005LF,2000.0,7.0,30.78
SMS7630005LF,2000.0,7.5,29.46
SMS7630005LF,2000.0,8.0,28.27
SMS7630005LF,2000.0,8.5,27.14
SMS7630005LF,2000.0,9.0,25.92
SMS7630005LF,2000.0,9.5,24.93
SMS7630005LF,2000.0,10.0,23.58
SMS7630005LF,250.0,-25.0,1.31
SMS7630005LF,250.0,-24.5,1.4
SMS7630005LF,250.0,-24.0,1.5
SMS7630005LF,250.0,-23.5,1.57
SMS7630005LF,250.0,-23.0,1.65
SMS7630005LF,250.0,-22.5,3.51
SMS7630005LF,250.0,-22.0,8.6
SMS7630005LF,250.0,-21.5,13.72
SMS7630005LF,250.0,-21.0,16.91
SMS7630005LF,250.0,-20.5,20.42
SMS7630005LF,250.0,-20.0,23.5
SMS7630005LF,250.0,-19.5,25.84
SMS7630005LF,250.0,-19.0,27.92
SMS7630005LF,250.0,-18.5,29.67
SMS7630005LF,250.0,-18.0,31.37
SMS7630005LF,250.0,-17.5,31.95
SMS7630005LF,250.0,-17.0,32.78
SMS7630005LF,250.0,-16.5,33.18
SMS7630005LF,250.0,-16.0,33.57
SMS7630005LF,250.0,-15.5,33.53
SMS7630005LF,250.0,-15.0,33.53
SMS7630005LF,250.0,-14.5,33.36
SMS7630005LF,250.0,-14.0,33.25
SMS7630005LF,250.0,-13.5,32.36
SMS7630005LF,250.0,-13.0,31.7
SMS7630005LF,250.0,-12.5,31.0
SMS7630005LF,250.0,-12.0,30.17
SMS7630005LF,250.0,-11.5,29.52
SMS7630005LF,250.0,-11.0,28.75
SMS7630005LF,250.0,-10.5,27.85
SMS7630005LF,250.0,-10.0,26.87
SMS7630005LF,250.0,-9.5,25.93
SMS7630005LF,250.0,-9.0,24.95
SMS7630005LF,250.0,-8.5,23.99
SMS7630005LF,250.0,-8.0,23.67
SMS7630005LF,250.0,-7.5,22.96
SMS7630005LF,250.0,-7.0,21.44
SMS7630005LF,250.0,-6.5,20.62
SMS7630005LF,250.0,-6.0,19.66
SMS7630005LF,250.0,-5.5,18.96
SMS7630005LF,250.0,-5.0,18.24
SMS7630005LF,250.0,-4.5,17.76
SMS7630005LF,250.0,-4.0,16.49
SMS7630005LF,250.0,-3.5,15.82
SMS7630005LF,250.0,-3.0,15.55
SMS7630005LF,250.0,-2.5,14.85
SMS7630005LF,250.0,-2.0,13.76
SMS7630005LF,250.0,-1.5,13.39
SMS7630005LF,250.0,-1.0,12.54
SMS7630005LF,250.0,-0.5,11.75
SMS7630005LF,250.0,0.0,11.6
SMS7630005LF,250.0,0.5,11.16
SMS7630005LF,250.0,1.0,10.92
SMS7630005LF,250.0,1.5,10.21
SMS7630005LF,250.0,2.0,9.79
SMS7630005LF,250.0,2.5,9.3
SMS7630005LF,250.0,3.0,8.7
SMS7630005LF,250.0,3.5,8.13
SMS7630005LF,250.0,4.0,7.55
SMS7630005LF,250.0,4.5,6.92
SMS7630005LF,250.0,5.0,6.44
SMS7630005LF,250.0,5.5,5.88
SMS7630005LF,250.0,6.0,5.92
SMS7630005LF,250.0,6.5,5.42
SMS7630005LF,250.0,7.0,5.44
SMS7630005LF,250.0,7.5,4.89
SMS7630005LF,250.0,8.0,4.91
SMS7630005LF,250.0,8.5,4.3
SMS7630005LF,250.0,9.0,4.35
SMS7630005LF,250.0,9.5,3.83
SMS7630005LF,250.0,10.0,3.83
SMS7630005LF,500.0,-25.0,1.28
SMS7630005LF,500.0,-24.5,1.37
SMS7630005LF,500.0,-24.0,1.5
SMS7630005LF,500.0,-23.5,1.54
SMS7630005LF,500.0,-23.0,1.62
SMS7630005LF,500.0,-22.5,1.7
SMS7630005LF,500.0,-22.0,1.79
SMS7630005LF,500.0,-21.5,1.87
SMS7630005LF,500.0,-21.0,1.98
SMS7630005LF,500.0,-20.5,2.01
SMS7630005LF,500.0,-20.0,2.09
SMS7630005LF,500.0,-19.5,2.17
SMS7630005LF,500.0,-19.0,2.2
SMS7630005LF,500.0,-18.5,3.43
SMS7630005LF,500.0,-18.0,9.73
SMS7630005LF,500.0,-17.5,17.98
SMS7630005LF,500.0,-17.0,20.8
SMS7630005LF,500.0,-16.5,25.21
SMS7630005LF,500.0,-16.0,29.06
SMS7630005LF,500.0,-15.5,32.14
SMS7630005LF,500.0,-15.0,34.72
SMS7630005LF,500.0,-14.5,36.9
SMS7630005LF,500.0,-14.0,38.59
SMS7630005LF,500.0,-13.5,39.77
SMS7630005LF,500.0,-13.0,40.46
SMS7630005LF,500.0,-12.5,40.94
SMS7630005LF,500.0,-12.0,41.14
SMS7630005LF,500.0,-11.5,41.11
SMS7630005LF,500.0,-11.0,41.12
SMS7630005LF,500.0,-10.5,40.65
SMS7630005LF,500.0,-10.0,40.05
SMS7630005LF,500.0,-9.5,39.39
SMS7630005LF,500.0,-9.0,38.5
SMS7630005LF,500.0,-8.5,37.64
SMS7630005LF,500.0,-8.0,36.75
SMS7630005LF,500.0,-7.5,35.68
SMS7630005LF,500.0,-7.0,34.75
SMS7630005LF,500.0,-6.5,33.46
SMS7630005LF,500.0,-6.0,32.39
SMS7630005LF,500.0,-5.5,31.25
SMS7630005LF,500.0,-5.0,30.04
SMS7630005LF,500.0,-4.5,28.95
SMS7630005LF,500.0,-4.0,28.23
SMS7630005LF,500.0,-3.5,27.12
SMS7630005LF,500.0,-3.0,26.21
SMS7630005LF,500.0,-2.5,24.84
SMS7630005LF,500.0,-2.0,23.9
SMS7630005LF,500.0,-1.5,22.93
SMS7630005LF,500.0,-1.0,21.74
SMS7630005LF,500.0,-0.5,20.82
SMS7630005LF,500.0,0.0,20.04
SMS7630005LF,500.0,0.5,20.16
SMS7630005LF,500.0,1.0,18.93
SMS7630005LF,500.0,1.5,18.23
SMS7630005LF,500.0,2.0,17.63
SMS7630005LF,500.0,2.5,16.55
SMS7630005LF,500.0,3.0,15.64
SMS7630005LF,500.0,3.5,14.71
SMS7630005LF,500.0,4.0,14.33
SMS7630005LF,500.0,4.5,12.12
SMS7630005LF,500.0,5.0,11.72
SMS7630005LF,500.0,5.5,11.28
SMS7630005LF,500.0,6.0,10.28
SMS7630005LF,500.0,6.5,10.3
SMS7630005LF,500.0,7.0,9.25
SMS7630005LF,500.0,7.5,8.74
SMS7630005LF,500.0,8.0,8.29
SMS7630005LF,500.0,8.5,8.31
SMS7630005LF,500.0,9.0,7.76
SMS7630005LF,500.0,9.5,7.4
SMS7630005LF,500.0,10.0,6.88
SMS7630005LF,750.0,-25.0,1.27
SMS7630005LF,750.0,-24.5,1.36
SMS7630005LF,750.0,-24.0,1.43
SMS7630005LF,750.0,-23.5,1.52
SMS7630005LF,750.0,-23.0,1.61
SMS7630005LF,750.0,-22.5,1.7
SMS7630005LF,750.0,-22.0,1.77
SMS7630005LF,750.0,-21.5,1.86
SMS7630005LF,750.0,-21.0,1.93
SMS7630005LF,750.0,-20.5,2.0
SMS7630005LF,750.0,-20.0,2.07
SMS7630005LF,750.0,-19.5,2.13
SMS7630005LF,750.0,-19.0,2.2
SMS7630005LF,750.0,-18.5,2.25
SMS7630005LF,750.0,-18.0,2.3
SMS7630005LF,750.0,-17.5,2.36
SMS7630005LF,750.0,-17.0,2.4
SMS7630005LF,750.0,-16.5,2.45
SMS7630005LF,750.0,-16.0,2.49
SMS7630005LF,750.0,-15.5,5.9
SMS7630005LF,750.0,-15.0,13.58
SMS7630005LF,750.0,-14.5,20.12
SMS7630005LF,750.0,-14.0,25.1
SMS7630005LF,750.0,-13.5,29.68
SMS7630005LF,750.0,-13.0,33.68
SMS7630005LF,750.0,-12.5,36.85
SMS7630005LF,750.0,-12.0,39.78
SMS7630005LF,750.0,-11.5,41.73
SMS7630005LF,750.0,-11.0,43.05
SMS7630005LF,750.0,-10.5,44.5
SMS7630005LF,750.0,-10.0,44.79
SMS7630005LF,750.0,-9.5,45.1
SMS7630005LF,750.0,-9.0,45.09
SMS7630005LF,750.0,-8.5,44.85
SMS7630005LF,750.0,-8.0,44.82
SMS7630005LF,750.0,-7.5,44.25
SMS7630005LF,750.0,-7.0,43.9
SMS7630005LF,750.0,-6.5,42.95
SMS7630005LF,750.0,-6.0,41.62
SMS7630005LF,750.0,-5.5,40.6
SMS7630005LF,750.0,-5.0,39.68
SMS7630005LF,750.0,-4.5,38.45
SMS7630005LF,750.0,-4.0,37.54
SMS7630005LF,750.0,-3.5,36.28
SMS7630005LF,750.0,-3.0,34.94
SMS7630005LF,750.0,-2.5,34.05
SMS7630005LF,750.0,-2.0,32.36
SMS7630005LF,750.0,-1.5,31.15
SMS7630005LF,750.0,-1.0,29.94
SMS7630005LF,750.0,-0.5,28.82
SMS7630005LF,750.0,0.0,27.61
SMS7630005LF,750.0,0.5,27.52
SMS7630005LF,750.0,1.0,26.05
SMS7630005LF,750.0,1.5,25.12
SMS7630005LF,750.0,2.0,24.13
SMS7630005LF,750.0,2.5,23.07
SMS7630005LF,750.0,3.0,22.04
SMS7630005LF,750.0,3.5,20.88
SMS7630005LF,750.0,4.0,19.82
SMS7630005LF,750.0,4.5,17.42
SMS7630005LF,750.0,5.0,16.7
SMS7630005LF,750.0,5.5,15.94
SMS7630005LF,750.0,6.0,15.15
SMS7630005LF,750.0,6.5,14.34
SMS7630005LF,750.0,7.0,13.39
SMS7630005LF,750.0,7.5,12.97
SMS7630005LF,750.0,8.0,12.06
SMS7630005LF,750.0,8.5,11.62
SMS7630005LF,750.0,9.0,11.2
SMS7630005LF,750.0,9.5,10.67
SMS7630005LF,750.0,10.0,10.18
SMS7621005LF,1000.0,-25.0,0.38
SMS7621005LF,1000.0,-24.5,0.4
SMS7621005LF,1000.0,-24.0,0.42
SMS7621005LF,1000.0,-23.5,0.43
SMS7621005LF,1000.0,-23.0,0.45
SMS7621005LF,1000.0,-22.5,0.47
SMS7621005LF,1000.0,-22.0,0.49
SMS7621005LF,1000.0,-21.5,0.51
SMS7621005LF,1000.0,-21.0,0.55
SMS7621005LF,1000.0,-20.5,0.58
SMS7621005LF,1000.0,-20.0,0.6
SMS7621005LF,1000.0,-19.5,0.61
SMS7621005LF,1000.0,-19.0,0.64
SMS7621005LF,1000.0,-18.5,0.67
SMS7621005LF,1000.0,-18.0,0.7
SMS7621005LF,1000.0,-17.5,0.73
SMS7621005LF,1000.0,-17.0,0.76
SMS7621005LF,1000.0,-16.5,0.79
SMS7621005LF,1000.0,-16.0,0.82
SMS7621005LF,1000.0,-15.5,0.84
SMS7621005LF,1000.0,-15.0,0.87
SMS7621005LF,1000.0,-14.5,0.89
